domain,length,dot_count,hyphen_count,digit_count,min_levenshtein,max_jarowinkler,is_punycode,split_assignment,label
legit-portal-service-3126.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-2910.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-1662.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-814.com,28,1,3,3,17,0.642063492063492,0,balanced_train,0
legit-portal-service-932.com,28,1,3,3,17,0.642063492063492,0,balanced_train,0
legit-portal-service-4922.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-4272.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-463.com,28,1,3,3,17,0.642063492063492,0,balanced_train,0
legit-portal-service-536.com,28,1,3,3,17,0.642063492063492,0,unbalanced_val,0
legit-portal-service-4356.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-3918.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-989.com,28,1,3,3,17,0.642063492063492,0,balanced_train,0
legit-portal-service-1385.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-899.com,28,1,3,3,17,0.642063492063492,0,unbalanced_val,0
legit-portal-service-4042.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-4887.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-3684.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-4775.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-1911.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-2842.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-4364.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-4151.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-3931.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-1896.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-4100.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-487.com,28,1,3,3,17,0.642063492063492,0,unbalanced_val,0
legit-portal-service-491.com,28,1,3,3,17,0.642063492063492,0,unbalanced_val,0
legit-portal-service-1403.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-4441.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-2875.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-2997.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-963.com,28,1,3,3,17,0.642063492063492,0,balanced_train,0
legit-portal-service-1649.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-2569.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-2409.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-3243.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-3088.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-2755.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-2993.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-4144.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-2383.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-4006.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-416.com,28,1,3,3,17,0.642063492063492,0,unbalanced_val,0
legit-portal-service-3212.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-921.com,28,1,3,3,17,0.642063492063492,0,balanced_train,0
legit-portal-service-1899.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-969.com,28,1,3,3,17,0.642063492063492,0,balanced_train,0
legit-portal-service-1255.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-3840.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-518.com,28,1,3,3,17,0.642063492063492,0,unbalanced_val,0
legit-portal-service-51.com,27,1,3,2,16,0.7253086419753086,0,balanced_train,0
legit-portal-service-580.com,28,1,3,3,17,0.642063492063492,0,unbalanced_val,0
legit-portal-service-1063.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-4117.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-2394.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-310.com,28,1,3,3,17,0.642063492063492,0,unbalanced_val,0
legit-portal-service-623.com,28,1,3,3,17,0.642063492063492,0,unbalanced_val,0
legit-portal-service-2304.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-1102.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-3411.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-193.com,28,1,3,3,17,0.642063492063492,0,balanced_train,0
legit-portal-service-3461.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-2662.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-2396.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-1736.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-2969.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-1542.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-1173.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-2454.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-1770.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-3311.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-4850.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-1170.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-4012.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-4092.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-2718.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-138.com,28,1,3,3,17,0.642063492063492,0,unbalanced_val,0
legit-portal-service-4468.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-2188.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-3420.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-4418.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-3733.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-4305.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-42.com,27,1,3,2,16,0.7253086419753086,0,balanced_train,0
legit-portal-service-3049.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-1687.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-4099.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-529.com,28,1,3,3,17,0.642063492063492,0,balanced_train,0
legit-portal-service-4048.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-2177.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-3237.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-1851.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-3883.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-2548.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-2262.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-2366.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-4621.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-534.com,28,1,3,3,17,0.642063492063492,0,balanced_train,0
legit-portal-service-3762.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-3142.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-1666.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-2846.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-4524.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-109.com,28,1,3,3,17,0.642063492063492,0,balanced_train,0
legit-portal-service-2607.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-1960.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-1265.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-1131.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-4929.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-666.com,28,1,3,3,17,0.642063492063492,0,unbalanced_val,0
legit-portal-service-4507.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-4714.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-234.com,28,1,3,3,17,0.642063492063492,0,unbalanced_val,0
legit-portal-service-2707.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-2252.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-3932.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-3662.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-4074.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-2360.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-2367.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-184.com,28,1,3,3,17,0.642063492063492,0,unbalanced_val,0
legit-portal-service-3106.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-1312.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-1278.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-2187.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-3462.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-3134.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-3427.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-4473.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-3885.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-3328.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-4581.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-4949.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-1020.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-4809.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-894.com,28,1,3,3,17,0.642063492063492,0,balanced_train,0
legit-portal-service-4763.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-231.com,28,1,3,3,17,0.642063492063492,0,balanced_train,0
legit-portal-service-2681.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-55.com,27,1,3,2,16,0.7253086419753086,0,balanced_train,0
legit-portal-service-4937.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-4226.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-2185.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-2401.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-4869.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-2005.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-4923.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-4703.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-3695.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-3159.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-1944.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-2776.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-2284.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-4152.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-95.com,27,1,3,2,16,0.7253086419753086,0,unbalanced_val,0
legit-portal-service-900.com,28,1,3,3,17,0.642063492063492,0,balanced_train,0
legit-portal-service-2448.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-3612.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-2904.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-1758.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-4787.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-4801.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-1317.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-4649.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-277.com,28,1,3,3,17,0.642063492063492,0,unbalanced_val,0
legit-portal-service-106.com,28,1,3,3,17,0.642063492063492,0,unbalanced_val,0
legit-portal-service-4413.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-4688.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-1939.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-599.com,28,1,3,3,17,0.642063492063492,0,unbalanced_val,0
legit-portal-service-2276.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-4425.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-329.com,28,1,3,3,17,0.642063492063492,0,unbalanced_val,0
legit-portal-service-2235.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-324.com,28,1,3,3,17,0.642063492063492,0,balanced_train,0
legit-portal-service-882.com,28,1,3,3,17,0.642063492063492,0,balanced_train,0
legit-portal-service-519.com,28,1,3,3,17,0.642063492063492,0,unbalanced_val,0
legit-portal-service-735.com,28,1,3,3,17,0.642063492063492,0,balanced_train,0
legit-portal-service-408.com,28,1,3,3,17,0.642063492063492,0,unbalanced_val,0
wsj.com,7,1,0,0,3,0.6964285714285714,0,unbalanced_val,0
legit-portal-service-4905.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-2358.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-4711.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-4366.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-3648.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-3915.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-4097.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-1451.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-4516.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-4207.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-4626.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-3424.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-1316.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-2837.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-4948.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-442.com,28,1,3,3,17,0.642063492063492,0,balanced_train,0
legit-portal-service-768.com,28,1,3,3,17,0.642063492063492,0,unbalanced_val,0
legit-portal-service-2348.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-3610.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-2266.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-4667.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-3954.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-2462.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-971.com,28,1,3,3,17,0.642063492063492,0,balanced_train,0
legit-portal-service-1357.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-4934.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-1741.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-3919.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-2617.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-3250.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-3290.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-174.com,28,1,3,3,17,0.642063492063492,0,unbalanced_val,0
legit-portal-service-466.com,28,1,3,3,17,0.642063492063492,0,balanced_train,0
legit-portal-service-1411.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-4203.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-3574.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-2631.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-2105.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-2417.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-689.com,28,1,3,3,17,0.642063492063492,0,unbalanced_val,0
legit-portal-service-4549.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-4263.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-3660.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-2712.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-201.com,28,1,3,3,17,0.642063492063492,0,unbalanced_val,0
legit-portal-service-2316.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-2860.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-3083.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-3454.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-3292.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-1303.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-1750.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-3113.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-959.com,28,1,3,3,17,0.642063492063492,0,unbalanced_val,0
legit-portal-service-1614.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-2271.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-3144.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-783.com,28,1,3,3,17,0.642063492063492,0,balanced_train,0
legit-portal-service-4512.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-2710.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-1213.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-3082.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-1797.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-2836.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-3120.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-3721.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-1656.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
wellsfargo.com,14,1,0,0,0,0.6904761904761905,0,balanced_train,0
legit-portal-service-2613.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-1201.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-1082.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-1290.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-1226.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-3251.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-2053.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-3081.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-1962.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-1350.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-4980.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-512.com,28,1,3,3,17,0.642063492063492,0,balanced_train,0
legit-portal-service-2172.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-4866.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-3275.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-99.com,27,1,3,2,16,0.7253086419753086,0,unbalanced_val,0
legit-portal-service-361.com,28,1,3,3,17,0.642063492063492,0,unbalanced_val,0
legit-portal-service-3709.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-2388.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-2189.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-3228.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-4250.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-2987.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-4150.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-4777.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-2157.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-4287.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-4841.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-3020.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-1064.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-864.com,28,1,3,3,17,0.642063492063492,0,unbalanced_val,0
legit-portal-service-154.com,28,1,3,3,17,0.642063492063492,0,unbalanced_val,0
legit-portal-service-4867.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-4280.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-3131.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-4542.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-3057.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-2763.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-552.com,28,1,3,3,17,0.642063492063492,0,unbalanced_val,0
legit-portal-service-4113.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
legit-portal-service-404.com,28,1,3,3,17,0.642063492063492,0,balanced_train,0
legit-portal-service-1295.com,29,1,3,4,18,0.6432950191570881,0,balanced_train,0
legit-portal-service-2886.com,29,1,3,4,18,0.6432950191570881,0,unbalanced_val,0
